Employee ID,Salary,FirstName,LastName,DateOfJoining,DateOfTermination,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
45411,96570.96,Lillianna,Hill,09-Apr-21,29-Nov-22,Production Technician I,Cindy Ruiz,lillianna.hill@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Retirement,Toward make herself high red writer week.,Production       ,General - Con,01-09-1967,MA,Technician,Female,90732,Black,Married,Fully Meets,3
45412,72308.3,Amare,Hartman,05-Jul-19,26-May-21,Production Technician I,Brian Rogers,amare.hartman@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Involuntary,Professor late television spend foreign.,Production       ,Splicing,25-04-1962,MA,Splicer,Female,64893,Hispanic,Single,Fully Meets,3
45413,113948.12,Abel,Baker,16-Jun-23,,Principal Data Architect,Amy Duncan,abel.baker@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,26-09-1995,MA,Field Technician,Female,79249,Asian,Single,Fully Meets,3
45414,83269.39,Marcel,Gomez,13-Oct-21,21-Jun-23,Production Technician I,Andrea Fowler,marcel.gomez@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Retirement,Nation local peace nation blue official six.,Production       ,General - Con,30-08-1996,MA,Technician,Female,91553,White,Divorced,Fully Meets,3
45415,84018.68,Cali,Nolan,24-Jul-19,,Accountant I,Misty Collier,cali.nolan@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,13-07-1982,MA,Lineman,Male,64340,Hispanic,Widowed,Exceeds,3
45416,75650.85,Ryan,Rollins,19-Oct-20,28-Feb-23,Production Technician I,Dr. Terry Young,ryan.rollins@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Region easy at much couple week on.,Production       ,General - Con,16-07-1965,MA,Laborer,Female,90492,Black,Widowed,Fully Meets,1
45417,92748.7,Colleen,Zima,27-Oct-18,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,26-02-1983,MA,Engineer,Female,1730,Hispanic,Widowed,Fully Meets,3
45418,39820.15,Erik,Parks,27-Jun-19,,Production Technician I,Kevin Mason,erik.parks@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,31-03-1977,MA,Lineman,Female,15469,Hispanic,Divorced,PIP,1
45419,44053.5,Colleen,Volk,04-May-22,,Production Technician I,Joseph Carr,colleen.volk@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,15-01-1949,MA,Technician,Female,2747,Asian,Divorced,Fully Meets,2
45420,80793.54,Holly,Taylor,21-Dec-19,,Production Technician II,Carol Knapp,holly.taylor@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Eng,03-10-1993,MA,Engineer,Male,75433,Other,Widowed,Fully Meets,3
45421,50046.82,Taylor,Dennis,22-Sep-22,,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,08-02-1987,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3
45422,74832.12,Nia,Nicholson,12-Jun-21,,Production Technician II,Angela Garcia,nia.nicholson@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,05-09-1967,MA,Laborer,Female,91189,Black,Married,Fully Meets,3
45423,75780.57,Patience,Henry,22-Dec-21,03-Aug-23,Production Technician I,Deborah Diaz,patience.henry@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Voluntary,Much try remember natural.,Production       ,Field Operations,21-10-1983,MA,Supervisor,Female,46847,Other,Widowed,Fully Meets,5
45424,42651.07,Carly,Figueroa,25-Apr-21,12-Dec-22,Production Technician I,Jesse Farmer,carly.figueroa@bilearner.com,BPC,Future Start,Part-Time,Zone A,Full-Time,Retirement,Concern expect add skill.,Production       ,Engineers,20-04-1998,MA,Director,Male,67909,White,Single,Exceeds,1
45425,83129.11,Edith,Richard,12-Apr-20,,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,16-05-1981,MA,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3
45426,99926.23,Romeo,Gordon,10-Nov-18,,Production Technician I,Thomas Elliott,romeo.gordon@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-05-1970,MA,Administrator,Male,59153,Other,Divorced,Exceeds,5
45427,90386.46,Kayley,Myers,11-Oct-18,,Production Technician I,Brian Arnold,kayley.myers@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,07-04-1973,MA,Laborer,Female,51430,Other,Single,Fully Meets,3
45428,55101.53,Laura,Bullock,14-Sep-18,,Area Sales Manager,Mr. Benjamin Lucas,laura.bullock@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Sales,Technology / It,06-08-1942,AZ,Manager,Male,57305,White,Single,Fully Meets,2
45429,104219,Monica,Pham,04-Aug-22,,IT Manager - Support,Jesse Archer,monica.pham@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,08-12-1949,CT,Driller,Female,47299,Other,Married,Fully Meets,4
45430,53288.31,Alan,Haynes,19-Jun-20,08-Dec-21,Senior BI Developer,Justin Sherman,alan.haynes@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,When price group admit fall fly around.,Admin Offices,General - Con,24-02-1942,MA,Laborer,Female,87646,White,Married,Fully Meets,3
45431,64371.74,Landyn,Velez,15-Dec-22,29-Dec-22,Production Technician I,Joseph Bell,landyn.velez@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Friend country free.,Production       ,Field Operations,01-07-1963,MA,Driver,Female,63184,White,Single,Exceeds,1
45432,39786.8,Mohamed,Gay,31-Dec-20,04-Mar-21,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Article hope tree happy affect check people.,Production       ,Field Operations,14-12-1982,MA,Field Technician,Female,66623,Hispanic,Married,Exceeds,3
45433,83124.16,Eugene,Bird,03-Oct-19,,Production Technician I,John Mccarty,eugene.bird@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-02-1972,MA,Laborer,Female,78331,White,Divorced,Needs Improvement,3
45434,84320.69,Jaycee,Osborn,02-Jan-20,03-Aug-23,Production Technician I,Thomas Frederick,jaycee.osborn@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Retirement,Become cell want page fight.,Production       ,Splicing,02-12-1972,MA,Laborer,Male,56864,Hispanic,Widowed,Exceeds,2
45435,74735.87,Selina,Gonzalez,18-Jan-20,,Production Technician I,Bonnie Hardin,selina.gonzalez@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-05-1942,MA,Technician,Female,71466,White,Widowed,Fully Meets,3
45436,112612.07,Martha,Kemp,25-Feb-23,,Production Technician I,Shelia Good,martha.kemp@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,20-10-1998,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3
45437,103792.51,Sophie,Moran,29-Jan-22,23-Apr-22,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Leave probably series even avoid.,Production       ,General - Con,04-08-1962,MA,Foreman,Female,31287,Hispanic,Divorced,Fully Meets,3
45438,52125.29,Thomas,Barbara,06-Sep-19,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,16-03-1961,MA,Groundman,Male,2062,Hispanic,Divorced,Fully Meets,2
45439,71576.14,Antonio,Mccoy,01-Dec-19,08-Jun-20,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Soon voice play will Mr card physical.,Production       ,Yard (Material Handling),04-04-1960,MA,Manager,Female,71561,Asian,Widowed,Fully Meets,3
45440,95514.8,Jaden,Charles,26-Feb-22,,Production Technician I,Desiree Jennings,jaden.charles@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,13-04-1999,MA,Laborer,Female,18433,Black,Single,Fully Meets,3
45441,50392.27,Brenden,Leach,09-May-22,08-Sep-22,Production Technician I,Donna Lawson,brenden.leach@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Retirement,Man the newspaper performance.,Production       ,Wireless,11-06-1959,MA,Foreman,Female,57340,Other,Divorced,Fully Meets,1
45442,58510.67,Tess,Reilly,12-Jan-22,,Sales Manager,Nicholas Gomez,tess.reilly@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,20-04-2000,MA,Laborer,Female,5062,White,Married,Fully Meets,3
45443,46881.62,Giada,Boone,06-Jun-22,,Production Technician II,Michelle Castillo,giada.boone@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,13-01-1965,MA,Foreman,Male,73043,Other,Married,Fully Meets,3
45444,97852.17,Eden,Levy,06-Dec-21,,Production Technician I,Brianna Butler,eden.levy@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-11-1946,MA,Laborer,Male,87984,Other,Widowed,Fully Meets,1
45445,37816.19,Solomon,Paul,06-Sep-20,,Accountant I,Mr. Richard Hicks MD,solomon.paul@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,Field Operations,04-05-1953,MA,Laborer,Male,3676,Hispanic,Single,Exceeds,3
45446,36052.48,Bryant,Singleton,14-Jul-20,27-Jun-22,Production Technician II,Barbara Clark,bryant.singleton@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Full-Time,Resignation,Free town various cup. Animal may team hit.,Production       ,Splicing,04-10-1963,MA,Splicer,Female,79280,Hispanic,Single,Fully Meets,1
45447,83562.92,Marilyn,Chaney,14-Jul-21,09-Aug-22,Director of Operations,Angel Howard,marilyn.chaney@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Voluntary,Kind produce join effect.,IT/IS,Field Operations,05-09-1955,MA,Technician,Male,24639,White,Single,Fully Meets,4
45448,43600.66,Colleen,Volk,04-May-22,,Production Technician I,Joseph Carr,colleen.volk@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,15-01-1949,MA,Technician,Female,2747,Asian,Divorced,Fully Meets,2
45449,70321.43,Benjamin,Kaufman,24-Apr-21,28-Feb-23,BI Developer,Vicki Delgado,benjamin.kaufman@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,Customer front detail bed say suddenly here.,IT/IS,General - Con,26-11-1959,MA,Model Assistant,Male,49370,Asian,Widowed,Fully Meets,3
45450,56629.59,Hadassah,Moran,22-May-23,16-Jun-23,Network Engineer,Michelle Perry,hadassah.moran@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Executive Office,Wireline Construction,02-06-1964,MA,Groundman,Male,84876,Black,Single,Fully Meets,3
45451,73897.8,Chace,Kerr,27-Apr-22,,Production Technician I,Javier Mccall,chace.kerr@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,11-09-1990,MA,Warehouse Technician,Female,57487,White,Married,Fully Meets,2
45452,57642.85,Brice,Phillips,25-May-23,31-Jul-23,Production Manager,Brian Peters,brice.phillips@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Retirement,Else big job administration.,Production       ,Wireline Construction,13-06-1958,MA,Driver,Male,2777,White,Married,Fully Meets,4
45453,64425.35,Kaylin,Andersen,30-Aug-18,11-Jul-21,Production Technician II,Monica Jackson,kaylin.andersen@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Involuntary,New arm manage.,Production       ,General - Sga,18-09-1972,MA,Administrator,Male,65881,Other,Divorced,Exceeds,4
45454,43875.8,Peter,Foley,23-Jul-21,,Accountant I,Derrick Garcia,peter.foley@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Admin Offices,General - Con,28-10-1986,MA,Helper,Female,11194,Hispanic,Single,Fully Meets,3
45455,53512.22,Tucker,Haas,27-Sep-21,,Shared Services Manager,Billy Waters,tucker.haas@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Admin Offices,Splicing,05-06-1979,MA,Splicer,Male,23555,Black,Divorced,Fully Meets,5
45456,47656.15,Marlene,Bates,17-Jul-21,,Production Technician I,David Bowman,marlene.bates@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,03-01-1981,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
45457,62838.04,Kara,Yates,03-Jul-22,22-Feb-23,Production Technician I,Bailey Richards,kara.yates@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Foreign truth concern break ground.,Production       ,General - Sga,28-05-1993,MA,Lineman,Male,76052,White,Single,Needs Improvement,3
45458,72238.01,Jayda,Reese,21-Feb-20,29-May-21,Senior BI Developer,Tyler Davis,jayda.reese@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Involuntary,Friend agree stock teach price fish.,Admin Offices,Shop (Fleet),08-03-1956,MA,Mechanic,Female,64065,White,Single,Fully Meets,3
45459,46163.99,Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1
45460,72256.23,Kailee,Harmon,29-Sep-20,19-Oct-21,Production Technician I,Thomas Garner,kailee.harmon@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Involuntary,Firm music future may most.,Production       ,General - Sga,09-03-1944,MA,Administrator,Female,3211,Black,Single,Fully Meets,3
45461,99655.97,Kolby,Reed,02-Jan-21,22-Sep-22,Senior BI Developer,Wendy Palmer,kolby.reed@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Benefit available decade.,Admin Offices,Field Operations,04-12-1985,MA,Technician,Male,35372,Other,Married,Fully Meets,3
45462,40169.74,Anthony,Heitzman,05-Feb-19,10-Jul-20,Production Technician I,Catherine Rodriguez,anthony.heitzman@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Retirement,During administration billion.,Production       ,General - Sga,17-09-1970,MA,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1
45463,52773,Paula,Small,11-Feb-23,,Production Technician I,Renee Mccormick,paula.small@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,30-08-1965,MA,Labor,Male,6593,Hispanic,Widowed,Fully Meets,3
45464,77087.77,Nan,Singh,29-Jul-23,04-Aug-23,Administrative Assistant,Donald Decker,nan.singh@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Retirement,Effort off over always. Form house mean treat.,Admin Offices,Field Operations,14-05-1984,MA,Laborer,Female,2330,White,Divorced,Fully Meets,3
45465,104301.31,Irvin,Warner,15-May-23,,Production Technician I,Krista Smith,irvin.warner@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Finance & Accounting,14-01-1957,MA,Accounting,Male,66660,Asian,Married,Fully Meets,3
45466,85752.82,Chaz,Webb,08-Sep-18,,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,24-11-1995,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3
45467,94544.89,Violet,Willis,06-Dec-19,29-Oct-21,Data Analyst,Sara Edwards,violet.willis@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Retirement,Energy general place investment notice.,Production       ,Wireline Construction,14-02-1952,MA,Supervisor,Male,34849,Black,Divorced,Fully Meets,1
45468,61169.08,Emanuel,Haas,22-Apr-22,15-May-23,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3
45469,58017.06,Chace,Kerr,27-Apr-22,,Production Technician I,Javier Mccall,chace.kerr@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,11-09-1990,MA,Warehouse Technician,Female,57487,White,Married,Fully Meets,2
45470,54489.98,Alvaro,Le,03-Nov-18,,Production Manager,Michael Anderson,alvaro.le@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Sga,12-06-1961,MA,Supervisor,Male,28115,Black,Married,Fully Meets,2
45471,93048.16,Debbie,Mangal,03-Jan-21,08-Mar-23,Production Technician I,Kristin Baird,debbie.mangal@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Mr chair subject then technology.,Production       ,Splicing,12-12-1972,MA,Runner,Female,2451,White,Single,Needs Improvement,3
45472,35024.21,Jasiah,Walton,06-Oct-19,,Senior BI Developer,Ruth Cruz,jasiah.walton@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,21-01-1946,MA,Technician,Male,77562,Black,Widowed,Fully Meets,3
45473,42821.84,Eden,Silva,24-Sep-19,,Production Technician I,Mark Bolton,eden.silva@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,16-12-1967,MA,Foreman,Female,92307,White,Divorced,Fully Meets,2
45474,84112.28,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Retirement,View vote contain within fight cup party war.,Sales,Catv,09-08-1946,TX,Supervisor,Female,75671,Black,Widowed,Fully Meets,1
45475,57804.86,Megan,Huang,29-May-19,,Production Technician I,Joseph Bryant,megan.huang@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Eng,03-11-1960,MA,Engineer,Female,39874,Black,Single,Fully Meets,3
45476,49120.05,Veronica,Rowe,11-Dec-18,02-Jun-22,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,02-02-1994,KY,Engineer,Female,29811,Black,Single,Fully Meets,4
45477,68537.55,Mareli,Parker,23-Sep-19,,Production Technician I,Lisa Hamilton,mareli.parker@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,08-11-1974,MA,Laborer,Male,59933,White,Divorced,Exceeds,3
45478,49663.63,Nikhil,Cummings,15-Apr-19,10-May-23,Production Technician II,Kristin White,nikhil.cummings@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Voluntary,Although center movement stock. While you local.,Production       ,Billable Consultants,30-03-1978,MA,Engineer,Female,25166,Asian,Married,Exceeds,2
45479,78262.97,Leslie,Zamora,09-Aug-19,,Production Technician I,Sean Ayers,leslie.zamora@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,30-05-2001,MA,Project Manager,Female,1514,White,Divorced,Exceeds,4
45480,81954.52,Evelin,Sellers,21-Jul-21,,Production Technician I,Jamie Wallace,evelin.sellers@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,15-08-1996,MA,Administrator,Female,58830,Black,Widowed,Fully Meets,3
45481,47060.11,German,Hobbs,01-Jan-19,,Production Technician I,Shelly Turner,german.hobbs@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Eng,24-09-1955,MA,Project Manager,Male,19525,Other,Widowed,Fully Meets,4
45482,44321.15,William,Avila,17-Jun-21,03-Dec-21,Production Technician I,Christina Kennedy,william.avila@bilearner.com,EW,Active,Contract,Zone A,Temporary,Retirement,Ready image offer. According and reveal land.,Production       ,Field Operations,12-03-1974,MA,Project Manager,Female,15819,Black,Widowed,Fully Meets,4
45483,113815.87,Presley,Dodson,30-May-21,,Area Sales Manager,Bruce Roy,presley.dodson@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Field Operations,01-05-1966,ID,Laborer,Male,90990,White,Single,Fully Meets,5
45484,44535.33,Ciara,Acevedo,29-Jan-21,,Database Administrator,Joel Hodge II,ciara.acevedo@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,General - Con,31-10-1958,TX,Technician,Female,49694,Other,Widowed,Fully Meets,3
45485,40626.83,Lorelei,Sellers,11-Jun-23,30-Jul-23,Production Technician II,Jamie Parker,lorelei.sellers@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Like open news car seem garden people.,Production       ,Wireline Construction,21-10-1977,MA,Technician,Male,68300,White,Married,Fully Meets,1
45486,66000.18,Denisse,Hayes,18-Oct-21,,Database Administrator,Gerald Carey,denisse.hayes@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,General - Con,11-11-1946,MA,Flagger,Female,87816,Hispanic,Married,Fully Meets,3
45487,75463.11,Summer,Huang,14-May-20,29-Nov-22,Production Manager,Christy Wagner,summer.huang@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Involuntary,A especially friend.,Production       ,Executive,20-03-1993,MA,Executive Assistant,Male,14776,Black,Married,Fully Meets,4
45488,105290.23,Isai,Mcfarland,30-Jul-21,,Production Technician I,Allison Sanders,isai.mcfarland@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,29-11-1998,MA,Laborer,Female,70770,Hispanic,Single,Exceeds,3
45489,103274.88,Taniyah,Mcmillan,10-Jul-23,,Senior BI Developer,Eric Mcclain,taniyah.mcmillan@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Admin Offices,Aerial,07-09-1947,MA,Laborer,Male,35842,Black,Single,Fully Meets,3
45490,83560.5,Kale,Lang,19-Dec-22,10-May-23,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,16-12-1955,MA,Billing,Female,65963,White,Married,Fully Meets,3
45491,58238.22,Carson,Pennington,22-Apr-22,,Production Technician I,Andrea Riley,carson.pennington@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,04-10-1957,MA,Operator,Female,29345,White,Single,Fully Meets,3
45492,78343.74,Carleigh,Hendricks,02-Jul-19,,Director of Sales,Kyle Day,carleigh.hendricks@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Splicing,01-05-1988,MA,Tester,Male,23929,Asian,Single,Fully Meets,1
45493,73810.23,Darius,Krause,15-Sep-22,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4
45494,70412.81,Aliya,Morton,17-Mar-21,,Production Technician I,Jennifer Reeves,aliya.morton@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,10-07-1970,MA,Foreman,Male,9420,Black,Married,Exceeds,2
45495,42846.34,Mina,Bryant,08-Sep-20,17-Oct-21,Production Technician II,Angela Griffin MD,mina.bryant@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Retirement,Take nice into true side job.,Production       ,Field Operations,15-11-1944,MA,Laborer,Female,4862,Black,Married,Fully Meets,4
45496,96347.42,Haiden,Coffey,17-Oct-19,,Production Technician II,Kyle Bell,haiden.coffey@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,07-09-1991,MA,Field Project Manager,Female,5819,Asian,Divorced,Fully Meets,3
45497,49624.84,Alessandra,Lee,12-Feb-20,15-Jul-22,IT Support,Lauren Douglas,alessandra.lee@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,30-11-1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3
45498,60451.71,Kamryn,Mckinney,03-Sep-19,18-Mar-22,Production Technician I,Emily King,kamryn.mckinney@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Hand ready detail same seek know toward.,Production       ,Aerial,21-08-1976,MA,Foreman,Male,26477,White,Widowed,Needs Improvement,4
45499,41601.78,Melody,Rollins,19-Jan-23,,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,10-01-1951,MA,Assistant,Female,85041,White,Married,Fully Meets,3
45500,41442.56,Julissa,Hunts,23-Feb-22,,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,General - Con,31-07-1949,MA,Specialist,Female,2021,White,Widowed,Fully Meets,3
45501,67677.29,Wyatt,Spence,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,Production       ,General - Con,10-09-1976,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3
45502,100914.01,Edith,Richard,12-Apr-20,,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,16-05-1981,MA,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3
45503,59745.73,Sheldon,Castillo,27-Sep-19,,IT Support,Wendy Khan,sheldon.castillo@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Splicing,22-04-1977,MA,Lineman,Female,93777,Asian,Single,Fully Meets,1
45504,78513.75,Aydin,Bautista,17-Nov-21,03-Aug-22,Production Technician I,Crystal Barnes,aydin.bautista@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Sound there everybody anything.,Production       ,General - Con,08-12-1982,MA,Laborer,Female,60993,Asian,Married,Needs Improvement,3
45505,85942.76,Avery,Vance,19-Apr-22,,Production Technician II,Charlotte Clark,avery.vance@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,30-07-1988,MA,Driver,Male,19835,White,Widowed,Fully Meets,1
45506,47393.27,Zariah,Castaneda,03-Nov-18,03-May-23,Production Technician I,Elizabeth Koch,zariah.castaneda@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Resignation,Cultural later per thank.,Production       ,Field Operations,10-08-1980,MA,Technician,Female,74027,Hispanic,Widowed,PIP,5
45507,65687.5,Martin,Herrera,12-May-21,07-Nov-21,Area Sales Manager,Rachel White,martin.herrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Retirement,Vote yard sign address lead knowledge front.,Sales,Wireline Construction,23-02-1971,NY,Groundman,Male,20036,Asian,Single,Fully Meets,2
